Work_ID,Documents_Submitted,NOC_Status,Compliance_Score,Is_Duplicate_Work,Cost_Anomaly_Flag,Overall_Fraud_Risk_Score,Work_Description_Full,Inspection_Summary,Issues_Encountered
WS/MP18032/2025-2026/134031,Utilization Cert,Pending,49.85,False,False,25.07,Repair of Anganwadi centre at Bhar Chakia.,Standard inspection passed,
WS/MP18032/2024-2025/134034,"NOC,Site Plan",Received,93.19,False,False,39.38,Development of Mahuar Stadium by adding soil and drainage system for Park.,Standard inspection passed,
WS/MP18032/2024-2025/134035,"Site Plan,Utilization Cert,NOC",Pending,66.1,False,False,16.95,Construction of Entry and Exit gates at Mahuwar stadium park,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18032/2024-2025/134037,"NOC,Site Plan",Received,83.36,False,False,79.8,Development of Public Park by adding soil at Bhargawan stadium,Standard inspection passed,
WS/MP18032/2024-2025/134038,"Utilization Cert,Site Plan",Pending,62.12,False,False,43.42,Construction of new submersible and a room at north side of shankar ji ka talab Mahuwar village,Standard inspection passed,
WS/MP18032/2024-2025/134039,"NOC,Site Plan,Utilization Cert",Received,60.48,False,False,63.84,Construction of new road from Kota PMGSY road to Idgah at village Kota,Standard inspection passed,
WS/MP18032/2024-2025/134041,Site Plan,Not_Required,69.48,False,False,87.52,Construction of new road from Village Main road to House of Harendra Rai,Standard inspection passed,
WS/MP632/2024-2025/134091,"NOC,Site Plan",Received,71.64,False,True,13.76,Providing one school Bus to Vavar Memorial High School Erumely in Erumely Grama Panchayat.,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP632/2024-2025/134092,NOC,Not_Required,64.68,False,False,83.49,Proving 8 Meter LED Mini Mast Light near St Michael's Church Pazhayidam in Erumely Grama Panchayat.,Issues found on site,
WS/MP632/2024-2025/134093,"Site Plan,NOC",Pending,57.98,False,False,52.04,Concreting of Muslim Pally- Kannamthanam Kadavu Road in Erumely Grama Panchayat.,Issues found on site,
WS/MP632/2024-2025/134094,"NOC,Utilization Cert,Site Plan",Received,87.92,False,False,81.65,Proving 8 Meter LED Mini Mast Light at Grama Panchayat Town Hall in Kanjirappally Grama Panchayat.,Standard inspection passed,
WS/MP632/2024-2025/134095,"Utilization Cert,NOC",Pending,47.89,False,True,1.25,"Providing Five Computer and Accessories to St: Joseph's High School, Kannimala in Mundakkayam Grama Panchayat.",Standard inspection passed,
WS/MP632/2024-2025/134096,"NOC,Site Plan",Received,87.85,False,False,95.88,Proving 8 Meter LED Minimast Light at Cheruvally Sree Devi Temple Junction in Mundakayam Grama Panchayat.,Issues found on site,"Weather delays, Vendor issues"
WS/MP632/2024-2025/134100,"Utilization Cert,NOC,Site Plan",Pending,64.24,True,False,14.79,Proving 8 Meter LED Mini Mast Light at Koovakkavu Sree Subhanandasramam Junction in Manimala Grama Panchayat.,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP632/2024-2025/134101,NOC,Not_Required,93.42,False,False,78.26,Proving 8 Meter LED Minimast Light at Check Dam Junction Manimala Grama Panchayat,Standard inspection passed,
WS/MP632/2024-2025/134102,"Utilization Cert,Site Plan,NOC",Not_Required,72.85,False,False,55.55,Proving 8 Meter LED Minimast Light at Ansari Kavala in Parathodu Grama Panchayat.,Standard inspection passed,
WS/MP632/2024-2025/134103,"Utilization Cert,Site Plan",Received,44.02,False,False,78.04,Proving 8 Meter LED Mini Mast Light at SCB Junction in Teekoy Grama Panchayat.,Standard inspection passed,
WS/MP632/2024-2025/134104,"Site Plan,NOC",Not_Required,87.82,False,False,26.88,Proving 8 Meter LED Minimast Light at Velathusseri Town in Teekoy Grama Panchayat.,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP632/2024-2025/134105,"NOC,Site Plan,Utilization Cert",Not_Required,69.17,False,False,67.36,Proving 8 Meter LED Mini Mast Light at Chemmalamattom Junction in Thidanadu Grama Panchayat.,Standard inspection passed,
WS/MP632/2024-2025/134106,Site Plan,Pending,82.77,False,False,55.59,Concreeting of Chakkiyanippady- Pullattupadi Road in Poonjar Thekkekara Grama Panchayat.,Standard inspection passed,
WS/MP632/2025-2026/134107,"Site Plan,NOC",Received,63.03,False,False,12.87,Replacement of Existing Pipeline at Vettikulam- Arampulli Drinking Water Project in Poonjar Grama Panchayat.,Issues found on site,"Weather delays, Vendor issues"
WS/MP345/2024-2025/134123,"NOC,Site Plan",Pending,84.62,False,False,97.87,Construction of building for Kadamancode Tribal LP School in Kulathupuzha Grama Panchayat in  Punalur Constituency (ST),Standard inspection passed,"Weather delays, Vendor issues"
WS/MP345/2024-2025/134136,"Site Plan,Utilization Cert",Not_Required,60.54,False,False,40.07,"Concreting and side wall construction of Edakkunnu –Blavadi road , Kelan kavu Ward No.24 at Punalur Municipality in  Punalur Constituency (ST)",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP345/2024-2025/134137,Utilization Cert,Pending,45.88,False,False,21.91,Construction of Building (Second Floor) for Aduthala Tagore Memorial Library in  Chathanoor Constituency,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP345/2024-2025/134140,"Site Plan,NOC,Utilization Cert",Received,56.19,False,False,86.17,"Concreting of road from Janathavayanasala -  Panthaplavil, ward no.6  Thrikkaruva GP, in  Kollam Constituency",Standard inspection passed,
WS/MP345/2024-2025/134143,"NOC,Site Plan",Received,96.31,False,False,47.08,"Construction of Building for Brothers Library & Reading room, Puthenchantha at  Panmana Grama panchayath in Chavara Constituency.",Standard inspection passed,
WS/MP345/2024-2025/134144,Site Plan,Not_Required,70.18,False,False,82.18,Construction of Head Quarter Building  for Perumon Thanal Charitable Trust in Panayam Grama Panchayat of Kollam Constituency (2nd  reach),Issues found on site,
WS/MP345/2024-2025/134145,"Site Plan,Utilization Cert",Received,43.12,False,False,14.68,Construction of Building for Sri.Vidhyadiraja Arts and Sports Club in Panmana Grama Panchayat of Chavra constituency,Standard inspection passed,
WS/MP18182/2024-2025/134222,"NOC,Utilization Cert",Pending,61.19,False,False,59.1,Construction of Flood protective wall in Periya Panayankulam weir in Nainaragaram Village of Kadayanallur Union.,Standard inspection passed,
WS/MP18182/2024-2025/134223,Site Plan,Not_Required,65.99,False,False,42.25,Construction of surplus weir Apron of Periya Panayankulam  in Nainaragaram Village of Kadayanallur Union.,Standard inspection passed,
WS/MP18182/2024-2025/134224,"Site Plan,NOC",Received,80.4,False,False,96.7,Construction of protective wall and skin wall  in Left side weir of Pattakulam in Sernthamangalam village of Melaneelithanallur Union.,Standard inspection passed,
WS/MP18182/2024-2025/134225,"Utilization Cert,NOC,Site Plan",Pending,49.69,False,False,83.33,Construction of protective wall in Right side weir of Pattakulam in Sernthamangalam Village of Melaneelithanallur Union.,Standard inspection passed,
WS/MP18067/2025-2026/134321,NOC,Not_Required,51.65,False,False,36.02,one Tractor ambulance purchase in Gaushala Panchyati Land village kheri gujjar,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18067/2025-2026/134322,"Site Plan,Utilization Cert",Pending,68.94,False,False,13.01,"Development works in Ravidas chaupal vill. Badota, Gohana",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18067/2025-2026/134323,Utilization Cert,Received,91.04,False,True,83.83,Installation of Fixed Gym equipments,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP485/2024-2025/134327,"Utilization Cert,Site Plan,NOC",Received,50.69,False,False,42.68,Installation of Low Mast light at Mostafar More under Hatpukuria G.P.,Standard inspection passed,
WS/MP485/2024-2025/134328,Site Plan,Pending,72.6,False,False,89.36,Installation of Low Mast light at Allahabad Bank under Nikarighata G.P.,Standard inspection passed,
WS/MP485/2024-2025/134329,"Utilization Cert,NOC",Pending,70.04,False,False,35.7,Construction of Yatri Shed near Lakshminarayanpur High School under Bansra GP,Issues found on site,
WS/MP485/2024-2025/134330,"Site Plan,Utilization Cert",Pending,42.36,False,False,76.47,Installation of Low Mast light at Dewan Para under Bansra Gram Panchayat,Standard inspection passed,
WS/MP485/2024-2025/134331,"Site Plan,NOC,Utilization Cert",Not_Required,62.15,False,False,30.93,Construction of Pilgrim Shed at Thumkati under Matla-II Gram Panchayat,Standard inspection passed,
WS/MP485/2024-2025/134332,"Utilization Cert,NOC,Site Plan",Pending,60.32,False,False,12.99,Construction of Community Hall at Mithakhali under Matla-II GP,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP485/2024-2025/134334,Site Plan,Pending,73.45,False,False,34.19,Construction of CC Drain with slab from Nazrul Mondal pond to Nouka Ghata under Daria Gram Panchayat. Lenth: 150M,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP485/2024-2025/134337,NOC,Not_Required,59.74,False,False,56.19,Sinking of deep tubewell with submercible with tank at Kumarsha F.P. School under Dighirpar Gram Panchayat,Issues found on site,
WS/MP485/2024-2025/134338,"Utilization Cert,NOC",Pending,65.87,False,False,35.31,Construction of Pilgrim Shed near Nimai Chakdar house at Uttar Taldi under Taldi GP,Standard inspection passed,
WS/MP389/2024-2025/134429,"Utilization Cert,NOC",Not_Required,83.1,False,False,65.25,"RANG MANCH KA VISTAR & ANYA VIKAAS KARYA, LAKHOTIYA UDHYAN WARD NO.5,PALI",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18065/2024-2025/134434,"NOC,Utilization Cert",Not_Required,75.06,False,False,65.08,Const. of Chabutra Kadyan Khop and Repair of Boundry wall in Gram Panchayat Chimni,Issues found on site,
WS/MP858/2024-2025/134457,"Site Plan,Utilization Cert,NOC",Not_Required,46.5,False,False,2.02,INSTALLATION OF HIGH MAST STREET LIGHT AT PANRUI BAZAR UNDER SAINTHIA PANCHYET SAMITY AND EXECUTING AGENCY WILL BE E.O. SAINTHIA PANCHYET SAMITY.,Standard inspection passed,
WS/MP858/2024-2025/134458,NOC,Not_Required,64.42,False,False,5.85,HIGH MAST LIGHT AT AHAMADPUR PURATAN HATTALA.EXECUTING AGENCY WILL BE EO SAINTHIA PANCHAYET SAMITY,Standard inspection passed,
WS/MP858/2024-2025/134459,"NOC,Utilization Cert,Site Plan",Pending,48.1,False,False,7.18,HIGH MAST LIGHT INSTALLTION AT NOWAPARA. EXECUTING AGENCY WILL BE EO SAINTHIA PANCHAYET SAMITY.,Standard inspection passed,
WS/MP858/2024-2025/134461,"NOC,Site Plan,Utilization Cert",Received,50.43,False,False,96.33,"Installation high mast street light at konarpur, Executing Agency will be EO sainthia panchyet samity",Standard inspection passed,
WS/MP858/2024-2025/134462,Utilization Cert,Pending,43.61,False,False,16.49,"Installation of high mast light at somsha,Executing Agency wil be EO sainthia panchayet samity.",Issues found on site,
WS/MP858/2024-2025/134463,"Utilization Cert,Site Plan",Pending,48.76,False,False,43.78,"Installation of high mast street light at sahispur ,Executing Agency will be EO sainthia panchayet samity.",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18159/2024-2025/134479,"NOC,Utilization Cert",Pending,52.8,False,False,58.26,Work of Deepening the government borewell located Vivekanand Nagar Sector-4 Near Meena Temple,Standard inspection passed,
WS/MP632/2025-2026/134588,"Utilization Cert,Site Plan",Received,48.1,False,False,57.54,"Providing Library Books to Mahatma Public Library and Reading Room, Puthusserimala in Vadasserikkara Grama Panchayat.",Standard inspection passed,
WS/MP632/2024-2025/134589,Utilization Cert,Pending,45.99,False,False,22.38,Providing Library Books to Kalavedi Grameena Vayanasala in Enadimangalam Grama Panchayat,Standard inspection passed,
WS/MP632/2026-2027/134591,"NOC,Site Plan,Utilization Cert",Not_Required,96.04,False,False,79.41,Providing Furniture to Government LP School Gavi in Seethathodu Grama Panchayat.,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18278/2024-2025/134629,"Utilization Cert,Site Plan",Received,47.15,False,False,58.13,CC Road - Yaadram varman Home to towards Gothhan.,Standard inspection passed,
WS/MP18278/2024-2025/134630,NOC,Not_Required,72.65,False,False,13.24,Construction of boundary walls,Standard inspection passed,
WS/MP18278/2024-2025/134631,"Utilization Cert,NOC,Site Plan",Not_Required,90.67,False,False,17.21,Construction of cycle stand.,Standard inspection passed,
WS/MP18278/2024-2025/134632,"Site Plan,Utilization Cert",Not_Required,70.06,False,False,40.08,"Construction of CC Road. Shyam Lal Chandra ahead of home, Gram Panchayat - Kashigarh",Standard inspection passed,
WS/MP18278/2024-2025/134633,"Site Plan,Utilization Cert",Pending,54.16,False,False,92.27,"CC Road- Prakash ahead of home, Gram panchayat- Chorbhatthi",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18278/2024-2025/134638,NOC,Pending,94.81,False,False,62.83,Construction of common sitting area (Chaburta),Standard inspection passed,
WS/MP18278/2024-2025/134644,Utilization Cert,Not_Required,93.22,False,False,0.94,CC Road- Ahead from the main road towards the canal.,Standard inspection passed,
WS/MP18278/2024-2025/134646,"NOC,Utilization Cert,Site Plan",Pending,51.62,False,False,56.89,CC Road- From the road towards the Colony,Issues found on site,"Weather delays, Vendor issues"
WS/MP18278/2024-2025/134649,Site Plan,Received,89.32,False,False,39.84,Construction of culverts and bridges- Between Singhra and Chhote Kot,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18278/2024-2025/134655,"Site Plan,Utilization Cert",Not_Required,91.45,False,False,76.8,Construction of drainage system- From Gobardhan Dewangan house towards Bhuwan Lal Rathore farm,Standard inspection passed,
WS/MP18278/2024-2025/134658,"NOC,Site Plan,Utilization Cert",Not_Required,80.52,False,False,10.97,CC Road- From the main road towards Sandhya Home.,Issues found on site,
WS/MP18278/2024-2025/134660,"NOC,Utilization Cert,Site Plan",Pending,65.79,False,False,74.6,CC Road- From Anand House towards Muktidham.,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18278/2024-2025/134661,Site Plan,Received,79.94,False,False,55.99,Gram-kanchanpur me sarvajanik samudaik bhavan (patel mohalla me)Ahata nirmaran,Standard inspection passed,
WS/MP18278/2024-2025/134665,"NOC,Site Plan",Received,42.38,False,False,51.57,CC Road- From the main road towards Muktidham.,Standard inspection passed,
WS/MP18278/2024-2025/134666,"Site Plan,Utilization Cert,NOC",Received,85.59,False,False,42.83,CC Road- from the Bar Chowk to towards School.,Standard inspection passed,
WS/MP18278/2024-2025/134667,"NOC,Site Plan,Utilization Cert",Received,54.99,False,False,9.44,CC Road- From Amit Home towards Bairaag pond.,Standard inspection passed,
WS/MP18278/2024-2025/134668,Site Plan,Received,58.76,False,False,92.24,CC Road- Amit Sahu ahead of the house.,Standard inspection passed,
WS/MP18278/2024-2025/134670,"Site Plan,Utilization Cert,NOC",Pending,42.57,False,False,60.57,Construction of community building in the Muslim locality.,Issues found on site,
WS/MP18278/2024-2025/134671,"NOC,Utilization Cert,Site Plan",Received,97.17,False,False,82.35,CC Road- From the Godhan Raju ahead of the house.,Issues found on site,"Weather delays, Vendor issues"
WS/MP18278/2024-2025/134672,"Site Plan,NOC,Utilization Cert",Pending,51.28,False,False,43.59,CC Road- From the high school towards the Fair Ground,Standard inspection passed,
WS/MP18278/2024-2025/134673,"Site Plan,NOC",Pending,63.6,True,False,73.92,CC Road- From Jogiram house to Teejram house.,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18278/2024-2025/134674,"Utilization Cert,Site Plan",Received,93.98,False,False,57.69,CC Road- Community Building to Patharri pond (Taalab).,Standard inspection passed,
WS/MP508/2024-2025/134677,"NOC,Site Plan,Utilization Cert",Not_Required,86.52,False,False,74.7,Providing High mast light at Melkaripur Panchayat at Thandarampet Block,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP508/2024-2025/134680,Site Plan,Pending,82.73,False,False,70.99,Providing High mast light at Sathanoor Panchayat at Thandarampet Block,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP508/2024-2025/134684,Site Plan,Not_Required,64.67,False,False,48.96,Providing High mast light at Devanampattu Panchayat at Thurinjapuram Block,Issues found on site,"Weather delays, Vendor issues"
WS/MP508/2024-2025/134687,"NOC,Utilization Cert",Not_Required,90.11,True,False,48.37,Providing High mast light at Che. Sorpanandal Panchayat at Chengam Block,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP508/2024-2025/134688,"NOC,Utilization Cert,Site Plan",Not_Required,91.68,False,False,14.69,Providing High mast light at Che. Nachipattu Panchayat at Chengam Block,Issues found on site,"Weather delays, Vendor issues"
